软件包名,版本,危害,后门类型,语言,IOC,MD5,财富E站通,智能网点,,,,,,,
ethos-design-system,76.0.5,敏感信息泄露,敏感信息收集,nodejs,["devsdash.com"],fb3699b55e4f3d2c919d8338e543f137,,,,,,,,,
even-more-externals,3.0.0,敏感信息泄露,敏感信息收集,nodejs,["eodvq6a97iix8cw.m.pipedream.net"],30871ccbc2ce06f4d4e260ad3f2aea98,,,,,,,,,
everscan-verify,1.5.0,主机失陷,命令执行,nodejs,[],e4a857e0e3fc93173e5a1ec44e56359d,,,,,,,,,
example-data-fetching,7.4.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],b466ee8e5d6791d1c2e6e0ae517dd21f,,,,,,,,,
explorook,1.10.4,敏感信息泄露,敏感信息收集,nodejs,["eo9lawv4dbdqz1x.m.pipedream.net"],aabd7e6b76e3e27591ee84a05bfa8225,,,,,,,,,
extension-whitelist,99.99.0,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],845b096eb4a8e575559944a64a611095,,,,,,,,,
extension-whitelist,99.99.2,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],84e8bc098920cdfc246178906bec5234,,,,,,,,,
fecustomui,999.9.9,敏感信息泄露,敏感信息收集,nodejs,["cazfd742vtc0000r16zggfxzsuhyyyyyb.interact.sh"],e158bf164d6d71562d5a504911baad61,,,,,,,,,
feishu-js-jdk,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["feishu-js-jdk.3.dns.evening.pub"],bcd9196e729c623c7da8e63b93116e8f,,,,,,,,,
feishu-qrcode-login,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["feishu-qrcode-login.3.dns.evening.pub"],01cdc8c7c5f4afb2c6f45f2a7d87b11d,,,,,,,,,
feishu-web-login,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["feishu-web-login.3.dns.evening.pub"],43fc37403dac62dce90234fd477d8a53,,,,,,,,,
fhvergadepend,0.0.3,敏感信息泄露,敏感信息收集,nodejs,["157.230.237.238"],fcb1b0df1339f16eaae4a3e301f9a6aa,,,,,,,,,
fhvergatest,0.0.1,敏感信息泄露,敏感信息收集,nodejs,["157.230.237.238"],3f15d4d0a199bce1506dc96c7c571625,,,,,,,,,
fhvergateste,0.0.1,敏感信息泄露,敏感信息收集,nodejs,["dns.av2consultoria.com.br"],2d5de08e7093ae0c6430d2eb9d445e03,,,,,,,,,
fhvergateste,0.0.2,敏感信息泄露,敏感信息收集,nodejs,["vps.av2consultoria.com.br"],a3bfec224181178cde8141f8640d4514,,,,,,,,,
fhvergateste,0.0.3,敏感信息泄露,敏感信息收集,nodejs,["vps.av2consultoria.com.br"],4a8c73c45a7497f4a2ea932159a8a88c,,,,,,,,,
firebase-functions-testing,0.0.1,敏感信息泄露,敏感信息收集,nodejs,"[""https://enjc8we2d8bt6r2.m.pipedream.net"", """"]",925538682aeb236b692ce7cfef63af45,,,,,,,,,
fk-cp-chat,99.99.99,敏感信息泄露,敏感信息收集,nodejs,["hooks.slack.com"],24b7f4c30032a839efd94b48d42a0c82,,,,,,,,,
flipper-server-companion,0.0.1,敏感信息泄露,敏感信息收集,nodejs,["64.71.153.11"],aba73c1964de345ee2ef3882fe979c8e,,,,,,,,,
flipper-server-companion,0.0.0-alpha,主机失陷,命令执行,nodejs,["a.heliohost.us"],72b6ea560fde6501af1fdd699733cc71,,,,,,,,,
flipper-server-companion,0.155.0,主机失陷,命令执行,nodejs,["a.heliohost.us"],4f40c7ba9abae11201af8f3843cda9c9,,,,,,,,,
forgejs-editor,0.0.3,敏感信息泄露,敏感信息收集,nodejs,["eobx6wbrhiy3jqu.m.pipedream.net"],40e4724e73a70f5c616c6ed7f8c6b260,,,,,,,,,
forge-locale,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["rifqihz.com"],ea86cc759816b4ff1332c72ad43ea127,,,,,,,,,
forge-locale,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["rifqihz.com"],074041f0cc5d519bcaabaf4bf1f9cdf2,,,,,,,,,
frankyu-test,1.0.0,敏感信息泄露,敏感信息收集,nodejs,[],dda0d68c302629b66e5faad2a73d3094,,,,,,,,,
frogsui,999.9.9,敏感信息泄露,敏感信息收集,nodejs,["cazfd742vtc0000r16zggfxzsuhyyyyyb.interact.sh"],7a17436885429f66abaa1bf41ec8fe9a,,,,,,,,,
frontegg,999.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],855dd5be171bd31712e482d283100353,,,,,,,,,
frontegg-angular,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],833fa6d6c61956f0370c878cb52b0103,,,,,,,,,
frontegg-template-app,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],8ffc322bac1b2c70a5741b756f4fd2d5,,,,,,,,,
fully-featured-scalable-chat-app,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eo5wgbnahpiwezj.m.pipedream.net"],fca7ca2ea104d370a62c080705e280bb,,,,,,,,,
functions-emulator,16.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],25083708c9cac242b7053fb592e14ff0,,,,,,,,,
fxa-payments-server,2.0.0,敏感信息泄露,敏感信息收集,nodejs,["b1dutfulkpawdi20i0315wupagg64v.oastify.com"],d0eebf46f4f9a5c17bc5753dcac9077b,,,,,,,,,
fxa-payments-server,2.0.1,敏感信息泄露,敏感信息收集,nodejs,["b1dutfulkpawdi20i0315wupagg64v.oastify.com"],1b89d037405a72982f00101144f3a2b7,,,,,,,,,
ganache-core-coverage,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["entsfzf2855q.x.pipedream.net"],fa17fa3b76688e5c0834aba7522b777e,,,,,,,,,
gapminder-offline,5.0.0,敏感信息泄露,敏感信息收集,nodejs,["gonzx.free.beeceptor.com"],cc1faa8ae5625b1abb31ded3f1530a12,,,,,,,,,
garena-file-server,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["garena-file-server.3.dns.evening.pub"],2776b5adb1ea0d6501e9d3ff077706d8,,,,,,,,,
gather-electron-interop,2.0.6,敏感信息泄露,敏感信息收集,nodejs,["6ca87f8bcede17f6fa23fb9db66b2d3f.m.pipedream.net"],988db067ecb0ae9f559d2933b3a77af2,,,,,,,,,
gather-electron-interop,2.0.20,敏感信息泄露,敏感信息收集,nodejs,[],ada5ff4b76060668331f373cbdafddda,,,,,,,,,
gcp-private-rdp-extension,0.0.2,敏感信息泄露,敏感信息收集,nodejs,"[""enjc8we2d8bt6r2.m.pipedream.net"", """"]",23362dd026651d53bb18f05bc518426f,,,,,,,,,
gd-employer-infosite,99.0.2,敏感信息泄露,敏感信息收集,nodejs,["185.193.126.57"],88346b1818e22df579c7dbd96d6721b3,,,,,,,,,
gd-employer-infosite,150.2.3,敏感信息泄露,敏感信息收集,nodejs,["185.193.126.57"],3e483b1b68f1be28fec81e9c61e49c0a,,,,,,,,,
gd-garnish,99.99.99,敏感信息泄露,敏感信息收集,nodejs,["2c4urr8c9cl46adl1kqe2siac.canarytokens.com"],cecd5e6a43041ca2411dc70191d29070,,,,,,,,,
gd-garnish,100.100.101,敏感信息泄露,敏感信息收集,nodejs,[""],93e9738e4c32cdca19c43227e16df3d0,,,,,,,,,
gd-garnish,100.100.100,敏感信息泄露,敏感信息收集,nodejs,["c7s3p602vtc0000ds7r0gdht5deyyyyyb.interact.sh"],3e8bd654d36dbcc0a31ff34137a36893,,,,,,,,,
gd-garnish,100.100.102,敏感信息泄露,敏感信息收集,nodejs,["c7s3p602vtc0000ds7r0gdht5deyyyyyb.interact.sh"],2c75a08b027a2b7eec09d32444c89f5f,,,,,,,,,
generic-ui-components,5.0.0,敏感信息泄露,敏感信息收集,nodejs,["candrma2vtc00008krd0gfkshkeyyyyyb.interact.sh"],2910d4702f27479d85f3a6495a09df2b,,,,,,,,,
generic-ui-components,99.99.99,敏感信息泄露,敏感信息收集,nodejs,["candrma2vtc00008krd0gfkshkeyyyyyb.interact.sh"],e1584d576d5a64641e3bdfb1ffc6ff75,,,,,,,,,
git-dependency-maker,7.0.9,敏感信息泄露,敏感信息收集,nodejs,["can7q3c2vtc0000e89f0gfmri3cyyyyy8.interact.sh"],4f963359c68ccde1fc2474be5487024c,,,,,,,,,
git-dependency-maker,7.0.8,敏感信息泄露,敏感信息收集,nodejs,["can7q3c2vtc0000e89f0gfmri3cyyyyy8.interact.sh"],5220cdc7fcccc15cedd6d67a8a3304e0,,,,,,,,,
git-dependency-maker,7.0.7,敏感信息泄露,敏感信息收集,nodejs,["can7q3c2vtc0000e89f0gfmri3cyyyyy8.interact.sh"],d6d7c6402cfeb15876db74af54754247,,,,,,,,,
got-hacked,0.0.4,低危信息泄露,投毒试验,nodejs,[],fa42bb66469e97169166879abe2ee007,,,,,,,,,
got-hacked,0.0.5,低危信息泄露,投毒试验,nodejs,[],5b23f8d40b7343483eb2b6327b8c30ae,,,,,,,,,
got-hacked,0.0.2,主机失陷,命令执行,nodejs,[],3ca0b1e55c65b65f77fdfa76ceb806a6,,,,,,,,,
got-hacked,0.0.6,主机失陷,命令执行,nodejs,[],27591257e1120916250503d7843bbd69,,,,,,,,,
got-hacked,0.0.7,主机失陷,命令执行,nodejs,[],519f6d98e06bc318f96e3be0ddf61e48,,,,,,,,,
got-hacked,1.0.0,低危信息泄露,投毒试验,nodejs,[],15e7e444f122257ac570510a83f40a18,,,,,,,,,
grafeas,16.0.0,敏感信息泄露,敏感信息收集,nodejs,["9r1a19swa4bkokbvexnssabfo6uxim.oastify.com"],adc555e3d8871db847714ccab366f83d,,,,,,,,,
grafeas,16.0.1,敏感信息泄露,敏感信息收集,nodejs,["9r1a19swa4bkokbvexnssabfo6uxim.oastify.com"],76a36824e53cbae72432fcf1e5be5827,,,,,,,,,
graphql-persisted,20.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],db2c646ede130953f6cd7d336c8a41f4,,,,,,,,,
guide-doge,0.0.1,敏感信息泄露,敏感信息收集,nodejs,["enjc8we2d8bt6r2.m.pipedream.net"],fa96d832ab9cf0e26b5e19e7acab2e8d,,,,,,,,,
header-footer-paypal,69420.0.0,敏感信息泄露,敏感信息收集,nodejs,["46.101.25.250"],c1609d1f3b07dde97dee0d5e10115f24,,,,,,,,,
headless-obyte,3.3.3,敏感信息泄露,敏感信息收集,nodejs,["eo6kbe4b5kvsizu.m.pipedream.net"],4c778d9363297ea722229d12d12f8732,,,,,,,,,
hellothisistest22,1.3.7,敏感信息泄露,敏感信息收集,nodejs,["0006166aa72d9f58c6c28e76910a79cf.m.pipedream.net"],43b0b3757b9cfff0e93248af75f72a8f,,,,,,,,,
hft-frontend-test,2.0.0,敏感信息泄露,敏感信息收集,nodejs,["eoq1abqy6eyg1f9.m.pipedream.net"],df573d52eba684b973892fcc6a8b2467,,,,,,,,,
hls-outreach-sms,3.0.0,敏感信息泄露,敏感信息收集,nodejs,["ca4vgcvhfrmrpn3jh3g0stac65p7oqjpo.oast.fun"],c152e8e5efee47a50f739528cb4338d4,,,,,,,,,
horizon_dev,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["eoaenlhw4e172ib.m.pipedream.net"],a0e901fcafaf4cb93f14a6fb5c0b9c65,,,,,,,,,
html-live-player,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["peckish-h1.requestcatcher.com"],19877d3b567b032222d5af0d1da279bd,,,,,,,,,
html-live-player,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["peckish-h1.requestcatcher.com"],b8e82d8564e7e62e108a4fd9d7c2158a,,,,,,,,,
html-live-player,1.0.3,敏感信息泄露,敏感信息收集,nodejs,["caxm1cn2vtc0000835gggfq4yseyyyyyb.interact.sh"],a62798b759fa8e4d5cc06df17316f9fe,,,,,,,,,
html-live-player,1.0.4,敏感信息泄露,敏感信息收集,nodejs,["eopzupaiwwtxrdo.m.pipedream.net"],7c836c2d67cff30bb6a54f22186fe1da,,,,,,,,,
huawei-js-sdk,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["huawei-js-sdk.3.dns.evening.pub"],6cc185302aa753189a9ce2c7ed972c2f,,,,,,,,,
hubot-awex,7.0.0,敏感信息泄露,敏感信息收集,nodejs,["https://enhqxg1g297gsdp.m.pipedream.net"],d8cd581cf2fe57c12fc526a14bce3cf7,,,,,,,,,
hubspot-oauth,2.0.4,低危信息泄露,投毒试验,nodejs,[""],186709e6dce1020bed94124a43cd68d2,,,,,,,,,
huutokaupat,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["rifqihz.com"],62d1136f4e2cd6a5b13671269a5cdaba,,,,,,,,,
ibm-blockchain-platform-common,2.0.9,敏感信息泄露,敏感信息收集,nodejs,["fhverga.xyz"],562d4b73c7efa5d59b840edb287dd1f9,,,,,,,,,
ibm-blockchain-platform-common,2.0.10,敏感信息泄露,敏感信息收集,nodejs,["ns1.fhverga.xyz"],70a0eb4fc6a7874695f67644a6630e64,,,,,,,,,
ibm-blockchain-platform-common,2.0.11,敏感信息泄露,敏感信息收集,nodejs,["ns1.fhverga.xyz"],d5d749264bf726b6a21137c81d5634d5,,,,,,,,,
ib-subgraph,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["eohfwjo8jast6jn.m.pipedream.net"],007067a309aa8ab7cab33cd4b4a16b4b,,,,,,,,,
iics-app-build,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],a0881b43796292892a7a6ef0ad141fed,,,,,,,,,
iics-app-switcher,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],ff2403e17c0be7660d154939262a02fb,,,,,,,,,
iics-common,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],99a6e2708e707f78c9df7b2eb6678583,,,,,,,,,
iics-dev-proxy,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],4062f2214d3547ecbd7d30d751d68e0a,,,,,,,,,
iics-i18n,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],2fc3d35e51c4f9bc8d8a4403fb4fb3fb,,,,,,,,,
iics-utils,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],582f613981cd0662850b1684a47ea230,,,,,,,,,
indy-vdr-shared,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["burpcollaborator.net"],f9bd0d24adcedb1c04b51415a23e46bb,,,,,,,,,
infa_ccgf-base-contract,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],e5339b6f26bc1ffd60fe0a5352c9c278,,,,,,,,,
infa_ccgf-service-manager,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],c3f8d8d191c4faa66959c9d5023110ba,,,,,,,,,
infa_ccgf-service-manager,1.0.1,主机失陷,命令执行,nodejs,["159.89.35.178"],5ab0977824e4816385503c2a950b310c,,,,,,,,,
infa_ccgf-service-manager,1.0.2,主机失陷,命令执行,nodejs,["159.89.35.178"],8fa2aca32678d1d24f353878982c4755,,,,,,,,,
infa_ccgf-service-manager,1.0.3,主机失陷,命令执行,nodejs,["159.89.35.178"],8916e05ae71a1787bfb629119df8fe6f,,,,,,,,,
informatica-monarch,1.0.0,主机失陷,命令执行,nodejs,["159.89.35.178"],d1454e2827de18be8a2d4ffe8a5dc294,,,,,,,,,
ing-feat-feedback,39.6.22,敏感信息泄露,敏感信息收集,nodejs,["ing-feat-feedback.oobs.fun"],49438c119ad064dbb44184f447cd6a5a,,,,,,,,,
ing-flow-v2,77.7.7,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],faf7c8a97c1baacb9dbd7d163f3c3ae3,,,,,,,,,
ing-flow-v2,23.9.7,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],e63d34a923c162a3f1b9e6ddbdf42238,,,,,,,,,
ing-lib-authenticate,22.2.2,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn5yyyyyyn.xxe.lol"],a4dfc962b57279430a68bfe5e9b8fc60,,,,,,,,,
ing-lib-authenticate,42.1.11,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],362e1c4c33d520ec05ee0f50258163f5,,,,,,,,,
ing-lib-authenticate,39.2.17,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],562709a33d5b874e656163d6cc27e97d,,,,,,,,,
ing-lib-ow,33.3.3,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn5yyyyyyn.xxe.lol"],bde35eba756a07f5bd72e7e2994316ea,,,,,,,,,
ing-lib-ow,34.9.10,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],746d7c6dcebf6a4b7113e7d04c2252ee,,,,,,,,,
ing-lib-ow-v4,47.2.7,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],07df5725c299dd59780c3d1e7c500104,,,,,,,,,
ing-open-navigation,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["ingweb.free.beeceptor.com"],7fbc350645127158b57cdf955dcc7b09,,,,,,,,,
ing-open-navigation,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["c7ts4c8bnnnohtvhv6ogc87hrcayyyyyn.oast.live"],82772b3944c8ae1a900d23543c4b6d26,,,,,,,,,
ing-orange-be-isabel-authentication,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn9yyyyyyn.xxe.lol"],395b34e1c7fdd296dcb635dbf2eeffe5,,,,,,,,,
ing-orange-be-itsme-authentication,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn6yyyyyyn.xxe.lol"],19393ca87dd92ec3b781f0011a649d61,,,,,,,,,
ing-orange-be-ucr-authentication,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn5yyyyyyn.xxe.lol"],bbc99b3ec1385d9fbc26e5bcf2e6bf70,,,,,,,,,
ing-orange-corporatekey-password-authentication,55.5.5,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn5yyyyyyn.xxe.lol"],c1cfc7d8e27d6c46fb3636343ca38d10,,,,,,,,,
ing-orange-corporatekey-password-authentication,19.7.12,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],bb753cc9f8b5c935e94326f26131d2ea,,,,,,,,,
ing-orange-lu-luxtrust-mobile-authentication,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn8yyyyyyn.xxe.lol"],a1a0d5b3c1c551e879684f335b4a9c32,,,,,,,,,
ing-orange-lu-luxtrust-scan-authentication,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn7yyyyyyn.xxe.lol"],e0c293338e9989382cb8abef09be096a,,,,,,,,,
ing-orange-lu-luxtrust-smartcard-authentication,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn6yyyyyyn.xxe.lol"],5528141f72f5f8453f86ab201b1b1ff1,,,,,,,,,
ing-orange-lu-luxtrust-token-authentication,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn5yyyyyyn.xxe.lol"],1d0974e059bf1f60be61e48b91bf37d0,,,,,,,,,
ing-platform,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn5yyyyyyn.xxe.lol"],6ee0a9c42f9cba220036850ea4b315fd,,,,,,,,,
ing-platform,26.5.18,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],71479e88566d6d002552a77df1fbf40b,,,,,,,,,
ing-util-scr-session,44.1.8,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],e110fe0dd3d2a2ffebd0a2f614755298,,,,,,,,,
ing-util-session-manager,76.76.76,敏感信息泄露,敏感信息收集,nodejs,["c79b2r25bgm0c9ahgvc0c8jmn5yyyyyyn.xxe.lol"],03b58c8700d11242f1ac9f9a4dcb866e,,,,,,,,,
ing-util-session-manager,78.3.9,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],0d8fa4a86cde1742f617966d82616ae7,,,,,,,,,
ing-util-session-manager,78.3.8,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],5edf28acbbd6555024bdc79a5da39c08,,,,,,,,,
ing-util-session-manager,78.3.10,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],484acd6638cfc4c953a606ce98a0a444,,,,,,,,,
ing-util-session-manager,78.3.11,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],19c4f4b501dbb3d7ee29f0725b154108,,,,,,,,,
ing-web,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["0763-47-41-29-75.ngrok.io"],8ec197ea672777fcb77cae2333e9f883,,,,,,,,,
ing-web,1.0.2,敏感信息泄露,敏感信息收集,nodejs,["ingweb.free.beeceptor.com"],b5870b240dd72a2ce071531c04579c94,,,,,,,,,
ing-web,1.0.3,敏感信息泄露,敏感信息收集,nodejs,["c7ts4c8bnnnohtvhv6ogc87hrcayyyyyn.oast.live"],198df3b40032838f5992a00ab07f87f4,,,,,,,,,
ing-web-v1,88.8.8,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],bf570b1c8d926d438e62f1048b10c5f7,,,,,,,,,
ing-web-v1,89.9.8,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],a46dc607dffe59ddd3d1445af4d70e64,,,,,,,,,
ing-web-v1,89.8.8,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],5760df444fc99b18bced2c21d988a36c,,,,,,,,,
ing-web-v1,89.9.9,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],66efab2a49a674bd1f1d59d8df7124d5,,,,,,,,,
ing-web-v1,89.9.10,敏感信息泄露,敏感信息收集,nodejs,["oobs.fun"],54e799377fc42c6d1bb4738f12aff07b,,,,,,,,,
internal_pkg,1.0.2,敏感信息泄露,敏感信息收集,nodejs,["https://httpdump.io/eudi3"],d42e5f233fa9dd6d409c310fa2b4a5bd,,,,,,,,,
internal_pkg,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["https://httpdump.io/eudi3"],41959ce776877095896558d4fe13922c,,,,,,,,,
internal_pkg_for_ak,1.0.1,低危信息泄露,投毒试验,nodejs,[],8db5a4bbd19d6fd2f6a39aa3f18362f8,,,,,,,,,
internal_pkg_for_ak,1.0.2,低危信息泄露,投毒试验,nodejs,[],3b696c23b579951bf82b64e12bcddc91,,,,,,,,,
internal_pkg_for_ak,1.0.5,敏感信息泄露,敏感信息收集,nodejs,["vvugr36rw6sb7srpqdf63eanxe34rt.oastify.com"],9a9b1558ad11a33f4a1a55ceb4368fca,,,,,,,,,
io-components,99.0.1,敏感信息泄露,敏感信息收集,nodejs,["confused.ssrf.bar"],875c29bb013c9c76f4b0de22ac9a9a93,,,,,,,,,
io-components,99.0.2,敏感信息泄露,敏感信息收集,nodejs,["confused.ssrf.bar"],1a67d3f91bc8bc8a44604a1b0ffd1fee,,,,,,,,,
io-components,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["confused.ssrf.bar"],cdecec32372e024c98c03f011c3f9e0f,,,,,,,,,
io-components,99.0.5,敏感信息泄露,敏感信息收集,nodejs,["164.92.217.14"],98eed1fae35c4a19cd147da93759c2ed,,,,,,,,,
io-components,99.0.4,敏感信息泄露,敏感信息收集,nodejs,["confused.ssrf.bar"],0e68ec5db3f40f8e7e50d55c0676745f,,,,,,,,,
itisanexample1,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["0006166aa72d9f58c6c28e76910a79cf.m.pipedream.net"],d68bc25618858f1c20b3a106b7ec4d82,,,,,,,,,
itisanexample1,4.17.21,敏感信息泄露,敏感信息收集,nodejs,["0006166aa72d9f58c6c28e76910a79cf.m.pipedream.net"],d6a18cdb9a2a9e6744038859050e6860,,,,,,,,,
itsjustatest231,0.5.7,主机失陷,命令执行,nodejs,["185.48.180.102"],a29f1f21b4d389246ccb3db9d09367dd,,,,,,,,,
jet-anchor-test,2.0.0,敏感信息泄露,敏感信息收集,nodejs,["eo3euwh9093pw09.m.pipedream.net"],edc35ac8b68bb167515ec9a651619513,,,,,,,,,
jetpack-config,105.0.0,敏感信息泄露,敏感信息收集,nodejs,["ig2s9v8onzak0sh7bnoe2rc0orulia.burpcollaborator.net"],e8d4ac1439b426cc49a1e83b17f466e9,,,,,,,,,
jetpack-config,109.0.0,敏感信息泄露,敏感信息收集,nodejs,["ig2s9v8onzak0sh7bnoe2rc0orulia.burpcollaborator.net"],00ae24f851559a9e43b5f50ca340d47a,,,,,,,,,
jetpack-config,110.0.0,敏感信息泄露,敏感信息收集,nodejs,["draco.free.beeceptor.com"],2ccf7dffe478a7ca627652d23455e63b,,,,,,,,,
jetpack-config,119.0.0,敏感信息泄露,敏感信息收集,nodejs,["gxh1p4cmhshj6na8ds6zue6s6jcb00.burpcollaborator.net"],d637f1d37e80b7a2eb570b3416941c26,,,,,,,,,
jfrog-alfheim,4.0.2,敏感信息泄露,敏感信息收集,nodejs,["enlgjpzz7jcwnwo.m.pipedream.net"],587717400563805d1311518da905db4e,,,,,,,,,
jitsi-meet-redux,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eo6xn0qzcln7jd0.m.pipedream.net"],3aa5c0f34ba4f4160443a42f2712a733,,,,,,,,,
jobcoin,9.9.0,敏感信息泄露,敏感信息收集,nodejs,["b01d-156-205-42-37.eu.ngrok.io"],72ac8ce8f0ea677fe0acf917a702f529,,,,,,,,,
jubilee-flag-wave,999.9.9,敏感信息泄露,敏感信息收集,nodejs,["bugbounty.click"],6f2f2b03e547d05b4c1e070a7311df7c,,,,,,,,,
jworkflow,0.155.0,敏感信息泄露,敏感信息收集,nodejs,["64.71.153.11"],1288f8e66954b3e2d05f44d4d1a84060,,,,,,,,,
kadenaswap-ui,1.1.1,敏感信息泄露,敏感信息收集,nodejs,["eohico8b5iazxm8.m.pipedream.net"],16606e5ab70ac0b82b492d5b07ed2a8f,,,,,,,,,
kafka-tutorials,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eop7lfjzbjtue7l.m.pipedream.net"],a8f7920a572c2a5889662536b0e0b9ee,,,,,,,,,
kakakaaka,99.1.11,敏感信息泄露,敏感信息收集,nodejs,["https://webhook.site/1b1eb1b5-e492-4b6a-8341-26a48f9b117d/evil.txt"],0ff312a7d8cbf8a5f80bf1debb72dfd1,,,,,,,,,
kakakaakaaa,99.1.11,敏感信息泄露,敏感信息收集,nodejs,["webhook.site"],8c187bc1e7a9c6e4ffe48bdf478435d2,,,,,,,,,
kakakaakaaa11,99.1.11,主机失陷,命令执行,nodejs,["https://webhook.site/1b1eb1b5-e492-4b6a-8341-26a48f9b117d/evil.txt"],572e0f06e068449d8c1a4287beb53ffb,,,,,,,,,
kakakaakaaa11a,99.1.11,主机失陷,命令执行,nodejs,["192.168.255.128"],6a868debc5262b7664a5dcd65b93fdb2,,,,,,,,,
kakakaakaaa11aa,99.1.11,敏感信息泄露,敏感信息收集,nodejs,["webhook.site"],56ac93950951d836d9a556297e11d505,,,,,,,,,
kakakaakaaa11aa2,1.1.12,敏感信息泄露,敏感信息收集,nodejs,[""],42051bf1a0f3dfb30bca16e5ab0a9793,,,,,,,,,
kakakaakaaa11aa3,99.1.12,敏感信息泄露,敏感信息收集,nodejs,"[""192.168.255.128"", ""webhook.site""]",bac36085b90df3ab266aabab6b09c801,,,,,,,,,
